timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
1332878556,1332860619,3997714,6023.009,25.619999,47038.25,0.5588922
1332938920,1332916188,3997714,6023.051,25.619999,47037.996,0.5588892
1333039772,1333021951,3997714,6023.088,25.63,47037.75,0.5588863
1333261331,1333238640,3997714,6022.8926,25.64,47039.0,0.55890113
1333473070,1333452817,3997714,6023.049,25.64,47038.0,0.55888927
1333684529,1333666832,3997714,6022.8164,25.65,47039.5,0.55890703
1333845657,1333827945,3997714,6022.8164,25.65,47039.5,0.55890703
1334067310,1334044506,3997714,6022.5864,25.66,47040.996,0.55892485
1334278614,1334258440,3997714,6023.009,25.66,47038.25,0.5588922
1334489978,1334472272,3997714,6022.7764,25.67,47039.746,0.55891
1334651059,1334633354,3997714,6022.8164,25.67,47039.5,0.55890703
1334872693,1334849959,3997714,6022.8926,25.68,47039.0,0.55890113
1335084074,1335063866,3997714,6022.623,25.68,47040.75,0.55892193
1335295704,1335277783,3997714,6022.8164,25.68,47039.5,0.55890703
1335456523,1335438831,3997714,6022.8926,25.68,47039.0,0.55890113
1335678155,1335655470,3997714,6022.7393,25.689999,47040.0,0.55891305
1335889534,1335869330,3997714,6022.507,25.699999,47041.496,0.55893075
1336050614,1336030429,3997714,6022.351,25.699999,47042.5,0.5589427
1336262329,1336244610,3997714,6022.195,25.699999,47043.5,0.5589546
1336483880,1336461149,3997714,6022.2744,25.699999,47043.0,0.55894864
1336644912,1336622230,3997714,6021.809,25.699999,47046.0,0.5589843
1336856535,1336836186,3997714,6020.919,25.699999,47051.75,0.55905265
1337067882,1337050216,3997714,6022.5835,25.71,47041.0,0.5589249
1337289305,1337266553,3997714,6023.204,25.71,47037.0,0.55887735
1337450397,1337427666,3997714,6023.2812,25.699999,47036.5,0.55887145
1337661941,1337641664,3997714,6023.165,25.699999,47037.25,0.5588803
1337873411,1337855697,3997714,6023.8228,25.699999,47033.0,0.55882984
1338034514,1338016835,3997714,6024.018,25.699999,47031.746,0.55881494
1338256108,1338233261,3997714,6023.825,25.699999,47032.996,0.5588298
1338467568,1338447372,3997714,6023.7856,25.699999,47033.25,0.5588328
1338679090,1338661390,3997714,6024.446,25.699999,47028.996,0.5587823
1338840518,1338822644,3997714,6024.404,25.699999,47029.25,0.5587853
1339061932,1339039243,3997714,6024.6367,25.689999,47027.75,0.55876744
1339273367,1339253169,3997714,6025.0254,25.689999,47025.25,0.55873775
1339484953,1339467288,3997714,6025.1416,25.689999,47024.5,0.5587288
1339646089,1339628424,3997714,6025.49,25.689999,47022.246,0.55870205
1339867573,1339844815,3997714,6025.646,25.68,47021.246,0.5586902
1340079152,1340058871,3997714,6025.6064,25.68,47021.496,0.5586932
1340290573,1340272902,3997714,6025.683,25.68,47021.0,0.5586872
1340451663,1340433999,3997714,6025.955,25.68,47019.246,0.5586664
1340673315,1340650405,3997714,6025.8784,25.68,47019.746,0.55867237
1340884720,1340864546,3997714,6025.7227,25.67,47020.75,0.5586843
1341045786,1341025613,3997714,6025.839,25.66,47020.0,0.55867535
1341257124,1341239460,3997714,6025.683,25.66,47021.0,0.5586872
1341478897,1341456109,3997714,6025.7227,25.65,47020.746,0.5586843
1341690290,1341670116,3997714,6025.9946,25.64,47018.996,0.5586634
1341851383,1341831203,3997714,6025.918,25.65,47019.496,0.5586694
1342063001,1342045175,3997714,6025.762,25.64,47020.496,0.55868125
1342284398,1342261696,3997714,6025.9946,25.64,47019.0,0.5586635
1342445512,1342422802,3997714,6026.188,25.64,47017.75,0.55864865
1342656971,1342636752,3997714,6025.9946,25.63,47019.0,0.5586635
1342868568,1342850835,3997714,6026.304,25.63,47017.0,0.5586397
1343089975,1343067281,3997714,6026.227,25.619999,47017.5,0.5586457
1343251108,1343228417,3997714,6026.0713,25.619999,47018.5,0.5586576
